CityName,CityCode,LastUpdate,incrConfirmed
嘉定区,310114,2022-03-14,5
浦东新区,310115,2022-03-14,5
金山区,310116,2022-03-14,1
松江区,310117,2022-03-14,1
青浦区,310118,2022-03-14,2
奉贤区,310120,2022-03-14,1
常州市,3204,2022-03-14,3
连云港市,3207,2022-03-14,12
宿迁市,3213,2022-03-14,1
杭州市,3301,2022-03-14,4
嘉兴市,3304,2022-03-14,6
衢州市,3308,2022-03-14,1
厦门市,3502,2022-03-14,2
泉州市,3505,2022-03-14,10
青岛市,3702,2022-03-14,82
淄博市,3703,2022-03-14,7
烟台市,3706,2022-03-14,1
威海市,3710,2022-03-14,1
日照市,3711,2022-03-14,1
德州市,3714,2022-03-14,13
滨州市,3716,2022-03-14,2
广州市,4401,2022-03-14,1
深圳市,4403,2022-03-14,75
东莞市,4419,2022-03-14,2
中山市,4420,2022-03-14,1
钦州市,4507,2022-03-14,3
渝北区,500112,2022-03-14,1
巴南区,500113,2022-03-14,1
红河哈尼族彝族自治州,5325,2022-03-14,1
德宏傣族景颇族自治州,5331,2022-03-14,3
西安市,6101,2022-03-14,14
宝鸡市,6103,2022-03-14,45
汉中市,6107,2022-03-14,1
兰州市,6201,2022-03-14,12
东城区,110101,2022-03-16,4
朝阳区,110105,2022-03-16,5
南开区,120104,2022-03-16,2
河北区,120105,2022-03-16,38
红桥区,120106,2022-03-16,1
西青区,120111,2022-03-16,11
武清区,120114,2022-03-16,28
宝坻区,120115,2022-03-16,2
滨海新区,120116,2022-03-16,6
邯郸市,1304,2022-03-16,1
沧州市,1309,2022-03-16,5
廊坊市,1310,2022-03-16,32
沈阳市,2101,2022-03-16,8
大连市,2102,2022-03-16,13
营口市,2108,2022-03-16,11
朝阳市,2113,2022-03-16,5
长春市,2201,2022-03-16,1044
吉林市,2202,2022-03-16,1458
四平市,2203,2022-03-16,11
松原市,2207,2022-03-16,1
白城市,2208,2022-03-16,1
延边朝鲜族自治州,2224,2022-03-16,8
哈尔滨市,2301,2022-03-16,15
徐汇区,310104,2022-03-16,1
闵行区,310112,2022-03-16,1
浦东新区,310115,2022-03-16,2
奉贤区,310120,2022-03-16,1
南京市,3201,2022-03-16,1
常州市,3204,2022-03-16,5
连云港市,3207,2022-03-16,5
镇江市,3211,2022-03-16,1
宿迁市,3213,2022-03-16,1
宁波市,3302,2022-03-16,1
嘉兴市,3304,2022-03-16,8
衢州市,3308,2022-03-16,30
铜陵市,3407,2022-03-16,1
厦门市,3502,2022-03-16,5
泉州市,3505,2022-03-16,21
青岛市,3702,2022-03-16,39
淄博市,3703,2022-03-16,8
烟台市,3706,2022-03-16,1
威海市,3710,2022-03-16,7
临沂市,3713,2022-03-16,4
德州市,3714,2022-03-16,8
滨州市,3716,2022-03-16,14
十堰市,4203,2022-03-16,1
长沙市,4301,2022-03-16,1
韶关市,4402,2022-03-16,1
深圳市,4403,2022-03-16,55
珠海市,4404,2022-03-16,1
东莞市,4419,2022-03-16,1
中山市,4420,2022-03-16,1
南宁市,4501,2022-03-16,1
钦州市,4507,2022-03-16,4
渝北区,500112,2022-03-16,1
江津区,500116,2022-03-16,1
永川区,500118,2022-03-16,1
遵义市,5203,2022-03-16,3
红河哈尼族彝族自治州,5325,2022-03-16,2
德宏傣族景颇族自治州,5331,2022-03-16,4
西安市,6101,2022-03-16,8
铜川市,6102,2022-03-16,1
宝鸡市,6103,2022-03-16,13
咸阳市,6104,2022-03-16,1
汉中市,6107,2022-03-16,5
兰州市,6201,2022-03-16,5
东城区,110101,2022-03-17,3
河西区,120103,2022-03-17,1
南开区,120104,2022-03-17,4
河北区,120105,2022-03-17,38
红桥区,120106,2022-03-17,5
西青区,120111,2022-03-17,10
武清区,120114,2022-03-17,21
宝坻区,120115,2022-03-17,1
滨海新区,120116,2022-03-17,6
沧州市,1309,2022-03-17,26
廊坊市,1310,2022-03-17,12
沈阳市,2101,2022-03-17,3
大连市,2102,2022-03-17,38
营口市,2108,2022-03-17,21
长春市,2201,2022-03-17,309
吉林市,2202,2022-03-17,988
四平市,2203,2022-03-17,11
松原市,2207,2022-03-17,3
延边朝鲜族自治州,2224,2022-03-17,6
哈尔滨市,2301,2022-03-17,16
黄浦区,310101,2022-03-17,1
徐汇区,310104,2022-03-17,2
闵行区,310112,2022-03-17,1
嘉定区,310114,2022-03-17,4
常州市,3204,2022-03-17,2
连云港市,3207,2022-03-17,3
嘉兴市,3304,2022-03-17,9
绍兴市,3306,2022-03-17,1
衢州市,3308,2022-03-17,18
铜陵市,3407,2022-03-17,1
厦门市,3502,2022-03-17,6
三明市,3504,2022-03-17,1
泉州市,3505,2022-03-17,96
宁德市,3509,2022-03-17,1
南昌市,3601,2022-03-17,2
青岛市,3702,2022-03-17,14
淄博市,3703,2022-03-17,1
烟台市,3706,2022-03-17,1
威海市,3710,2022-03-17,6
临沂市,3713,2022-03-17,2
德州市,3714,2022-03-17,3
滨州市,3716,2022-03-17,14
洛阳市,4103,2022-03-17,1
长沙市,4301,2022-03-17,1
岳阳市,4306,2022-03-17,1
广州市,4401,2022-03-17,4
深圳市,4403,2022-03-17,71
珠海市,4404,2022-03-17,1
东莞市,4419,2022-03-17,7
钦州市,4507,2022-03-17,7
巴南区,500113,2022-03-17,1
江津区,500116,2022-03-17,1
遵义市,5203,2022-03-17,2
红河哈尼族彝族自治州,5325,2022-03-17,1
德宏傣族景颇族自治州,5331,2022-03-17,4
西安市,6101,2022-03-17,2
铜川市,6102,2022-03-17,4
宝鸡市,6103,2022-03-17,14
咸阳市,6104,2022-03-17,2
汉中市,6107,2022-03-17,4
兰州市,6201,2022-03-17,12
东城区,110101,2022-03-18,2
西城区,110102,2022-03-18,2
朝阳区,110105,2022-03-18,2
丰台区,110106,2022-03-18,1
河北区,120105,2022-03-18,24
廊坊市,1310,2022-03-18,24
呼和浩特市,1501,2022-03-18,3
通辽市,1505,2022-03-18,4
沈阳市,2101,2022-03-18,4
大连市,2102,2022-03-18,13
营口市,2108,2022-03-18,29
朝阳市,2113,2022-03-18,2
长春市,2201,2022-03-18,938
吉林市,2202,2022-03-18,2219
四平市,2203,2022-03-18,30
松原市,2207,2022-03-18,1
延边朝鲜族自治州,2224,2022-03-18,5
哈尔滨市,2301,2022-03-18,16
黄浦区,310101,2022-03-18,11
徐汇区,310104,2022-03-18,8
静安区,310106,2022-03-18,2
普陀区,310107,2022-03-18,5
杨浦区,310110,2022-03-18,1
宝山区,310113,2022-03-18,1
嘉定区,310114,2022-03-18,4
浦东新区,310115,2022-03-18,24
奉贤区,310120,2022-03-18,1
常州市,3204,2022-03-18,2
连云港市,3207,2022-03-18,1
宿迁市,3213,2022-03-18,1
嘉兴市,3304,2022-03-18,4
衢州市,3308,2022-03-18,12
舟山市,3309,2022-03-18,1
福州市,3501,2022-03-18,1
厦门市,3502,2022-03-18,3
莆田市,3503,2022-03-18,2
泉州市,3505,2022-03-18,247
漳州市,3506,2022-03-18,1
南昌市,3601,2022-03-18,2
青岛市,3702,2022-03-18,24
淄博市,3703,2022-03-18,1
烟台市,3706,2022-03-18,2
临沂市,3713,2022-03-18,3
德州市,3714,2022-03-18,4
滨州市,3716,2022-03-18,31
洛阳市,4103,2022-03-18,1
长沙市,4301,2022-03-18,1
邵阳市,4305,2022-03-18,2
岳阳市,4306,2022-03-18,1
怀化市,4312,2022-03-18,1
深圳市,4403,2022-03-18,69
珠海市,4404,2022-03-18,1
东莞市,4419,2022-03-18,4
南宁市,4501,2022-03-18,1
桂林市,4503,2022-03-18,1
巴南区,500113,2022-03-18,2
遵义市,5203,2022-03-18,1
德宏傣族景颇族自治州,5331,2022-03-18,5
西安市,6101,2022-03-18,4
铜川市,6102,2022-03-18,5
宝鸡市,6103,2022-03-18,20
汉中市,6107,2022-03-18,4
兰州市,6201,2022-03-18,16
东城区,110101,2022-03-19,1
河北区,120105,2022-03-19,4
沧州市,1309,2022-03-19,2
廊坊市,1310,2022-03-19,2
沈阳市,2101,2022-03-19,27
大连市,2102,2022-03-19,41
营口市,2108,2022-03-19,1
长春市,2201,2022-03-19,743
吉林市,2202,2022-03-19,1675
四平市,2203,2022-03-19,12
延边朝鲜族自治州,2224,2022-03-19,7
哈尔滨市,2301,2022-03-19,20
徐汇区,310104,2022-03-19,1
闵行区,310112,2022-03-19,1
宝山区,310113,2022-03-19,1
浦东新区,310115,2022-03-19,2
金山区,310116,2022-03-19,2
松江区,310117,2022-03-19,1
南京市,3201,2022-03-19,2
连云港市,3207,2022-03-19,1
嘉兴市,3304,2022-03-19,1
衢州市,3308,2022-03-19,10
厦门市,3502,2022-03-19,3
莆田市,3503,2022-03-19,13
泉州市,3505,2022-03-19,191
漳州市,3506,2022-03-19,5
青岛市,3702,2022-03-19,10
淄博市,3703,2022-03-19,2
烟台市,3706,2022-03-19,2
威海市,3710,2022-03-19,4
临沂市,3713,2022-03-19,6
德州市,3714,2022-03-19,6
滨州市,3716,2022-03-19,12
焦作市,4108,2022-03-19,1
信阳市,4115,2022-03-19,1
长沙市,4301,2022-03-19,1
邵阳市,4305,2022-03-19,2
岳阳市,4306,2022-03-19,1
怀化市,4312,2022-03-19,3
广州市,4401,2022-03-19,1
深圳市,4403,2022-03-19,46
南宁市,4501,2022-03-19,1
钦州市,4507,2022-03-19,1
渝北区,500112,2022-03-19,1
巴南区,500113,2022-03-19,1
遵义市,5203,2022-03-19,1
红河哈尼族彝族自治州,5325,2022-03-19,1
德宏傣族景颇族自治州,5331,2022-03-19,4
西安市,6101,2022-03-19,1
铜川市,6102,2022-03-19,1
宝鸡市,6103,2022-03-19,7
汉中市,6107,2022-03-19,2
兰州市,6201,2022-03-19,22
朝阳区,110105,2022-03-20,1
河北区,120105,2022-03-20,21
唐山市,1302,2022-03-20,7
邯郸市,1304,2022-03-20,1
沧州市,1309,2022-03-20,1
廊坊市,1310,2022-03-20,12
沈阳市,2101,2022-03-20,17
大连市,2102,2022-03-20,11
朝阳市,2113,2022-03-20,1
长春市,2201,2022-03-20,833
吉林市,2202,2022-03-20,1191
四平市,2203,2022-03-20,24
松原市,2207,2022-03-20,2
延边朝鲜族自治州,2224,2022-03-20,5
哈尔滨市,2301,2022-03-20,18
虹口区,310109,2022-03-20,1
闵行区,310112,2022-03-20,2
嘉定区,310114,2022-03-20,1
浦东新区,310115,2022-03-20,7
崇明区,310151,2022-03-20,1
盐城市,3209,2022-03-20,1
杭州市,3301,2022-03-20,1
宁波市,3302,2022-03-20,1
嘉兴市,3304,2022-03-20,2
衢州市,3308,2022-03-20,15
铜陵市,3407,2022-03-20,2
厦门市,3502,2022-03-20,4
莆田市,3503,2022-03-20,13
泉州市,3505,2022-03-20,138
漳州市,3506,2022-03-20,3
南昌市,3601,2022-03-20,5
赣州市,3607,2022-03-20,1
青岛市,3702,2022-03-20,6
烟台市,3706,2022-03-20,2
威海市,3710,2022-03-20,3
临沂市,3713,2022-03-20,4
德州市,3714,2022-03-20,1
滨州市,3716,2022-03-20,35
郑州市,4101,2022-03-20,1
信阳市,4115,2022-03-20,1
长沙市,4301,2022-03-20,1
邵阳市,4305,2022-03-20,2
岳阳市,4306,2022-03-20,1
永州市,4311,2022-03-20,1
怀化市,4312,2022-03-20,1
深圳市,4403,2022-03-20,49
珠海市,4404,2022-03-20,1
东莞市,4419,2022-03-20,1
德宏傣族景颇族自治州,5331,2022-03-20,4
铜川市,6102,2022-03-20,3
宝鸡市,6103,2022-03-20,11
汉中市,6107,2022-03-20,1
兰州市,6201,2022-03-20,27
白银市,6204,2022-03-20,2
东城区,110101,2022-03-21,3
朝阳区,110105,2022-03-21,1
河北区,120105,2022-03-21,51
西青区,120111,2022-03-21,2
北辰区,120113,2022-03-21,1
武清区,120114,2022-03-21,4
滨海新区,120116,2022-03-21,5
宁河区,120117,2022-03-21,1
唐山市,1302,2022-03-21,2
沧州市,1309,2022-03-21,1
廊坊市,1310,2022-03-21,48
呼和浩特市,1501,2022-03-21,2
沈阳市,2101,2022-03-21,8
大连市,2102,2022-03-21,2
营口市,2108,2022-03-21,25
朝阳市,2113,2022-03-21,1
长春市,2201,2022-03-21,1079
吉林市,2202,2022-03-21,1542
四平市,2203,2022-03-21,8
松原市,2207,2022-03-21,1
延边朝鲜族自治州,2224,2022-03-21,2
哈尔滨市,2301,2022-03-21,27
黄浦区,310101,2022-03-21,2
徐汇区,310104,2022-03-21,1
长宁区,310105,2022-03-21,1
闵行区,310112,2022-03-21,18
嘉定区,310114,2022-03-21,1
浦东新区,310115,2022-03-21,1
嘉兴市,3304,2022-03-21,1
衢州市,3308,2022-03-21,1
厦门市,3502,2022-03-21,2
莆田市,3503,2022-03-21,28
泉州市,3505,2022-03-21,129
漳州市,3506,2022-03-21,3
南昌市,3601,2022-03-21,1
青岛市,3702,2022-03-21,7
淄博市,3703,2022-03-21,1
滨州市,3716,2022-03-21,5
开封市,4102,2022-03-21,1
焦作市,4108,2022-03-21,1
长沙市,4301,2022-03-21,1
邵阳市,4305,2022-03-21,1
怀化市,4312,2022-03-21,8
广州市,4401,2022-03-21,3
深圳市,4403,2022-03-21,33
东莞市,4419,2022-03-21,1
中山市,4420,2022-03-21,1
红河哈尼族彝族自治州,5325,2022-03-21,1
德宏傣族景颇族自治州,5331,2022-03-21,3
西安市,6101,2022-03-21,2
铜川市,6102,2022-03-21,2
宝鸡市,6103,2022-03-21,10
兰州市,6201,2022-03-21,6
东城区,110101,2022-03-22,4
朝阳区,110105,2022-03-22,2
河北区,120105,2022-03-22,12
石家庄市,1301,2022-03-22,1
唐山市,1302,2022-03-22,5
廊坊市,1310,2022-03-22,6
呼和浩特市,1501,2022-03-22,1
通辽市,1505,2022-03-22,1
沈阳市,2101,2022-03-22,7
大连市,2102,2022-03-22,5
营口市,2108,2022-03-22,55
朝阳市,2113,2022-03-22,2
长春市,2201,2022-03-22,1437
吉林市,2202,2022-03-22,1903
四平市,2203,2022-03-22,23
延边朝鲜族自治州,2224,2022-03-22,5
哈尔滨市,2301,2022-03-22,43
常州市,3204,2022-03-22,2
盐城市,3209,2022-03-22,2
嘉兴市,3304,2022-03-22,1
衢州市,3308,2022-03-22,1
福州市,3501,2022-03-22,1
厦门市,3502,2022-03-22,2
莆田市,3503,2022-03-22,20
泉州市,3505,2022-03-22,147
漳州市,3506,2022-03-22,4
南昌市,3601,2022-03-22,14
青岛市,3702,2022-03-22,2
烟台市,3706,2022-03-22,5
德州市,3714,2022-03-22,2
滨州市,3716,2022-03-22,17
郑州市,4101,2022-03-22,1
开封市,4102,2022-03-22,1
焦作市,4108,2022-03-22,6
长沙市,4301,2022-03-22,2
怀化市,4312,2022-03-22,2
深圳市,4403,2022-03-22,23
中山市,4420,2022-03-22,2
巴南区,500113,2022-03-22,1
永川区,500118,2022-03-22,1
红河哈尼族彝族自治州,5325,2022-03-22,1
德宏傣族景颇族自治州,5331,2022-03-22,2
宝鸡市,6103,2022-03-22,7
兰州市,6201,2022-03-22,5
东城区,110101,2022-03-23,1
朝阳区,110105,2022-03-23,3
河东区,120102,2022-03-23,1
河北区,120105,2022-03-23,9
红桥区,120106,2022-03-23,3
东丽区,120110,2022-03-23,1
西青区,120111,2022-03-23,13
北辰区,120113,2022-03-23,1
滨海新区,120116,2022-03-23,2
石家庄市,1301,2022-03-23,1
唐山市,1302,2022-03-23,1
廊坊市,1310,2022-03-23,7
沈阳市,2101,2022-03-23,7
大连市,2102,2022-03-23,12
营口市,2108,2022-03-23,13
辽阳市,2110,2022-03-23,4
朝阳市,2113,2022-03-23,3
长春市,2201,2022-03-23,1979
吉林市,2202,2022-03-23,2320
四平市,2203,2022-03-23,9
延边朝鲜族自治州,2224,2022-03-23,1
哈尔滨市,2301,2022-03-23,13
徐汇区,310104,2022-03-23,2
嘉定区,310114,2022-03-23,2
盐城市,3209,2022-03-23,2
湖州市,3305,2022-03-23,1
莆田市,3503,2022-03-23,6
泉州市,3505,2022-03-23,100
漳州市,3506,2022-03-23,4
南昌市,3601,2022-03-23,9
济南市,3701,2022-03-23,1
青岛市,3702,2022-03-23,1
淄博市,3703,2022-03-23,1
烟台市,3706,2022-03-23,4
威海市,3710,2022-03-23,1
滨州市,3716,2022-03-23,16
郑州市,4101,2022-03-23,1
开封市,4102,2022-03-23,1
周口市,4116,2022-03-23,4
长沙市,4301,2022-03-23,2
深圳市,4403,2022-03-23,13
东莞市,4419,2022-03-23,1
中山市,4420,2022-03-23,1
德宏傣族景颇族自治州,5331,2022-03-23,2
西安市,6101,2022-03-23,1
宝鸡市,6103,2022-03-23,2
兰州市,6201,2022-03-23,5
陇南市,6212,2022-03-23,1
东城区,110101,2022-03-24,3
朝阳区,110105,2022-03-24,1
河东区,120102,2022-03-24,2
南开区,120104,2022-03-24,1
河北区,120105,2022-03-24,8
红桥区,120106,2022-03-24,2
东丽区,120110,2022-03-24,3
西青区,120111,2022-03-24,7
北辰区,120113,2022-03-24,2
宁河区,120117,2022-03-24,1
静海区,120118,2022-03-24,6
唐山市,1302,2022-03-24,1
秦皇岛市,1303,2022-03-24,1
廊坊市,1310,2022-03-24,6
沈阳市,2101,2022-03-24,1
大连市,2102,2022-03-24,2
锦州市,2107,2022-03-24,1
辽阳市,2110,2022-03-24,1
盘锦市,2111,2022-03-24,1
铁岭市,2112,2022-03-24,2
朝阳市,2113,2022-03-24,1
葫芦岛市,2114,2022-03-24,1
长春市,2201,2022-03-24,1280
吉林市,2202,2022-03-24,1810
四平市,2203,2022-03-24,9
延边朝鲜族自治州,2224,2022-03-24,5
哈尔滨市,2301,2022-03-24,10
闵行区,310112,2022-03-24,2
嘉定区,310114,2022-03-24,1
奉贤区,310120,2022-03-24,1
无锡市,3202,2022-03-24,1
盐城市,3209,2022-03-24,2
杭州市,3301,2022-03-24,1
嘉兴市,3304,2022-03-24,1
衢州市,3308,2022-03-24,2
芜湖市,3402,2022-03-24,1
莆田市,3503,2022-03-24,3
泉州市,3505,2022-03-24,65
漳州市,3506,2022-03-24,1
南昌市,3601,2022-03-24,11
九江市,3604,2022-03-24,1
青岛市,3702,2022-03-24,2
威海市,3710,2022-03-24,2
滨州市,3716,2022-03-24,14
开封市,4102,2022-03-24,1
焦作市,4108,2022-03-24,4
周口市,4116,2022-03-24,5
长沙市,4301,2022-03-24,2
益阳市,4309,2022-03-24,1
怀化市,4312,2022-03-24,4
深圳市,4403,2022-03-24,5
茂名市,4409,2022-03-24,1
东莞市,4419,2022-03-24,1
中山市,4420,2022-03-24,1
广安市,5116,2022-03-24,1
黔东南苗族侗族自治州,5226,2022-03-24,1
德宏傣族景颇族自治州,5331,2022-03-24,1
西安市,6101,2022-03-24,1
兰州市,6201,2022-03-24,4
河北区,120105,2022-03-25,24
廊坊市,1310,2022-03-25,23
定州市,139001,2022-03-25,1
沈阳市,2101,2022-03-25,3
大连市,2102,2022-03-25,2
营口市,2108,2022-03-25,2
辽阳市,2110,2022-03-25,1
葫芦岛市,2114,2022-03-25,1
长春市,2201,2022-03-25,576
吉林市,2202,2022-03-25,1110
四平市,2203,2022-03-25,6
哈尔滨市,2301,2022-03-25,23
泰州市,3212,2022-03-25,2
杭州市,3301,2022-03-25,1
嘉兴市,3304,2022-03-25,1
衢州市,3308,2022-03-25,1
芜湖市,3402,2022-03-25,1
泉州市,3505,2022-03-25,19
漳州市,3506,2022-03-25,1
南昌市,3601,2022-03-25,20
九江市,3604,2022-03-25,3
济南市,3701,2022-03-25,2
青岛市,3702,2022-03-25,1
威海市,3710,2022-03-25,2
滨州市,3716,2022-03-25,8
开封市,4102,2022-03-25,1
焦作市,4108,2022-03-25,2
漯河市,4111,2022-03-25,3
周口市,4116,2022-03-25,4
长沙市,4301,2022-03-25,1
深圳市,4403,2022-03-25,2
东莞市,4419,2022-03-25,1
中山市,4420,2022-03-25,1
黔东南苗族侗族自治州,5226,2022-03-25,1
临沧市,5309,2022-03-25,1
德宏傣族景颇族自治州,5331,2022-03-25,2
宝鸡市,6103,2022-03-25,3
兰州市,6201,2022-03-25,4
朝阳区,110105,2022-03-26,1
河东区,120102,2022-03-26,1
河北区,120105,2022-03-26,19
红桥区,120106,2022-03-26,1
东丽区,120110,2022-03-26,1
西青区,120111,2022-03-26,14
北辰区,120113,2022-03-26,4
滨海新区,120116,2022-03-26,4
静海区,120118,2022-03-26,2
唐山市,1302,2022-03-26,7
秦皇岛市,1303,2022-03-26,1
廊坊市,1310,2022-03-26,11
呼和浩特市,1501,2022-03-26,3
通辽市,1505,2022-03-26,1
沈阳市,2101,2022-03-26,3
本溪市,2105,2022-03-26,1
锦州市,2107,2022-03-26,2
营口市,2108,2022-03-26,2
辽阳市,2110,2022-03-26,3
盘锦市,2111,2022-03-26,1
铁岭市,2112,2022-03-26,1
朝阳市,2113,2022-03-26,1
长春市,2201,2022-03-26,554
吉林市,2202,2022-03-26,1122
四平市,2203,2022-03-26,7
白城市,2208,2022-03-26,1
哈尔滨市,2301,2022-03-26,8
大庆市,2306,2022-03-26,1
徐汇区,310104,2022-03-26,1
普陀区,310107,2022-03-26,1
闵行区,310112,2022-03-26,4
浦东新区,310115,2022-03-26,31
松江区,310117,2022-03-26,1
盐城市,3209,2022-03-26,3
泰州市,3212,2022-03-26,3
嘉兴市,3304,2022-03-26,1
芜湖市,3402,2022-03-26,1
泉州市,3505,2022-03-26,4
南昌市,3601,2022-03-26,3
威海市,3710,2022-03-26,1
滨州市,3716,2022-03-26,5
漯河市,4111,2022-03-26,1
周口市,4116,2022-03-26,2
长沙市,4301,2022-03-26,1
深圳市,4403,2022-03-26,2
珠海市,4404,2022-03-26,1
汕尾市,4415,2022-03-26,1
永川区,500118,2022-03-26,1
德宏傣族景颇族自治州,5331,2022-03-26,1
宝鸡市,6103,2022-03-26,1
兰州市,6201,2022-03-26,7
通州区,110112,2022-03-27,1
河东区,120102,2022-03-27,2
南开区,120104,2022-03-27,1
河北区,120105,2022-03-27,10
东丽区,120110,2022-03-27,3
西青区,120111,2022-03-27,3
北辰区,120113,2022-03-27,1
唐山市,1302,2022-03-27,5
廊坊市,1310,2022-03-27,5
沈阳市,2101,2022-03-27,16
大连市,2102,2022-03-27,1
鞍山市,2103,2022-03-27,2
营口市,2108,2022-03-27,7
铁岭市,2112,2022-03-27,1
葫芦岛市,2114,2022-03-27,1
长春市,2201,2022-03-27,633
吉林市,2202,2022-03-27,1071
四平市,2203,2022-03-27,4
哈尔滨市,2301,2022-03-27,7
绥化市,2312,2022-03-27,1
徐汇区,310104,2022-03-27,5
长宁区,310105,2022-03-27,2
静安区,310106,2022-03-27,3
普陀区,310107,2022-03-27,1
虹口区,310109,2022-03-27,1
杨浦区,310110,2022-03-27,2
闵行区,310112,2022-03-27,15
宝山区,310113,2022-03-27,6
嘉定区,310114,2022-03-27,9
浦东新区,310115,2022-03-27,1
泰州市,3212,2022-03-27,1
湖州市,3305,2022-03-27,1
芜湖市,3402,2022-03-27,2
淮南市,3404,2022-03-27,1
马鞍山市,3405,2022-03-27,2
泉州市,3505,2022-03-27,1
南昌市,3601,2022-03-27,2
泰安市,3709,2022-03-27,1
威海市,3710,2022-03-27,1
滨州市,3716,2022-03-27,4
洛阳市,4103,2022-03-27,1
周口市,4116,2022-03-27,13
长沙市,4301,2022-03-27,2
怀化市,4312,2022-03-27,2
茂名市,4409,2022-03-27,1
肇庆市,4412,2022-03-27,2
汕尾市,4415,2022-03-27,1
桂林市,4503,2022-03-27,1
德宏傣族景颇族自治州,5331,2022-03-27,1
安康市,6109,2022-03-27,1
兰州市,6201,2022-03-27,1
天水市,6205,2022-03-27,1
河北区,120105,2022-03-28,7
唐山市,1302,2022-03-28,2
秦皇岛市,1303,2022-03-28,2
廊坊市,1310,2022-03-28,3
沈阳市,2101,2022-03-28,5
鞍山市,2103,2022-03-28,2
营口市,2108,2022-03-28,1
葫芦岛市,2114,2022-03-28,4
长春市,2201,2022-03-28,706
吉林市,2202,2022-03-28,1090
四平市,2203,2022-03-28,11
辽源市,2204,2022-03-28,1
松原市,2207,2022-03-28,1
哈尔滨市,2301,2022-03-28,9
七台河市,2309,2022-03-28,1
徐州市,3203,2022-03-28,1
泰州市,3212,2022-03-28,2
合肥市,3401,2022-03-28,1
芜湖市,3402,2022-03-28,1
淮南市,3404,2022-03-28,1
马鞍山市,3405,2022-03-28,2
泉州市,3505,2022-03-28,4
南平市,3507,2022-03-28,1
淄博市,3703,2022-03-28,1
泰安市,3709,2022-03-28,4
滨州市,3716,2022-03-28,3
漯河市,4111,2022-03-28,1
周口市,4116,2022-03-28,8
深圳市,4403,2022-03-28,1
肇庆市,4412,2022-03-28,2
东莞市,4419,2022-03-28,1
桂林市,4503,2022-03-28,1
德宏傣族景颇族自治州,5331,2022-03-28,1
安康市,6109,2022-03-28,4
河东区,120102,2022-03-29,1
河北区,120105,2022-03-29,6
东丽区,120110,2022-03-29,1
西青区,120111,2022-03-29,3
保定市,1306,2022-03-29,1
廊坊市,1310,2022-03-29,5
忻州市,1409,2022-03-29,3
沈阳市,2101,2022-03-29,5
鞍山市,2103,2022-03-29,1
营口市,2108,2022-03-29,1
葫芦岛市,2114,2022-03-29,3
长春市,2201,2022-03-29,622
吉林市,2202,2022-03-29,1055
四平市,2203,2022-03-29,7
哈尔滨市,2301,2022-03-29,4
大庆市,2306,2022-03-29,1
黄浦区,310101,2022-03-29,1
徐汇区,310104,2022-03-29,6
长宁区,310105,2022-03-29,7
静安区,310106,2022-03-29,10
普陀区,310107,2022-03-29,3
虹口区,310109,2022-03-29,4
闵行区,310112,2022-03-29,9
宝山区,310113,2022-03-29,8
嘉定区,310114,2022-03-29,2
浦东新区,310115,2022-03-29,39
金山区,310116,2022-03-29,1
松江区,310117,2022-03-29,4
青浦区,310118,2022-03-29,2
常州市,3204,2022-03-29,1
苏州市,3205,2022-03-29,1
泰州市,3212,2022-03-29,1
杭州市,3301,2022-03-29,1
宁波市,3302,2022-03-29,1
嘉兴市,3304,2022-03-29,3
湖州市,3305,2022-03-29,4
舟山市,3309,2022-03-29,1
淮南市,3404,2022-03-29,3
