CityName,CityCode,LastUpdate,incrConfirmed
马鞍山市,3405,2022-03-29,1
宣城市,3418,2022-03-29,1
泉州市,3505,2022-03-29,7
南昌市,3601,2022-03-29,1
枣庄市,3704,2022-03-29,8
泰安市,3709,2022-03-29,3
滨州市,3716,2022-03-29,1
郑州市,4101,2022-03-29,1
周口市,4116,2022-03-29,2
长沙市,4301,2022-03-29,3
娄底市,4313,2022-03-29,1
深圳市,4403,2022-03-29,3
茂名市,4409,2022-03-29,1
肇庆市,4412,2022-03-29,3
东莞市,4419,2022-03-29,1
贵阳市,5201,2022-03-29,1
宝鸡市,6103,2022-03-29,1
安康市,6109,2022-03-29,2
通州区,110112,2022-03-30,2
河北区,120105,2022-03-30,6
秦皇岛市,1303,2022-03-30,3
廊坊市,1310,2022-03-30,3
沈阳市,2101,2022-03-30,3
营口市,2108,2022-03-30,1
葫芦岛市,2114,2022-03-30,1
长春市,2201,2022-03-30,875
吉林市,2202,2022-03-30,1150
四平市,2203,2022-03-30,7
哈尔滨市,2301,2022-03-30,1
佳木斯市,2308,2022-03-30,15
黄浦区,310101,2022-03-30,6
徐汇区,310104,2022-03-30,34
长宁区,310105,2022-03-30,3
静安区,310106,2022-03-30,8
普陀区,310107,2022-03-30,6
虹口区,310109,2022-03-30,7
杨浦区,310110,2022-03-30,3
闵行区,310112,2022-03-30,29
宝山区,310113,2022-03-30,33
嘉定区,310114,2022-03-30,9
浦东新区,310115,2022-03-30,169
金山区,310116,2022-03-30,2
松江区,310117,2022-03-30,15
奉贤区,310120,2022-03-30,1
崇明区,310151,2022-03-30,1
泰州市,3212,2022-03-30,1
杭州市,3301,2022-03-30,1
嘉兴市,3304,2022-03-30,3
湖州市,3305,2022-03-30,4
丽水市,3311,2022-03-30,1
芜湖市,3402,2022-03-30,1
淮南市,3404,2022-03-30,2
厦门市,3502,2022-03-30,2
莆田市,3503,2022-03-30,1
泉州市,3505,2022-03-30,7
南昌市,3601,2022-03-30,1
青岛市,3702,2022-03-30,1
枣庄市,3704,2022-03-30,1
泰安市,3709,2022-03-30,1
德州市,3714,2022-03-30,1
周口市,4116,2022-03-30,26
长沙市,4301,2022-03-30,2
娄底市,4313,2022-03-30,1
深圳市,4403,2022-03-30,1
珠海市,4404,2022-03-30,1
海口市,4601,2022-03-30,1
万宁市,469006,2022-03-30,1
贵阳市,5201,2022-03-30,1
海南藏族自治州,6325,2022-03-30,2
河北区,120105,2022-03-31,5
唐山市,1302,2022-03-31,1
保定市,1306,2022-03-31,1
廊坊市,1310,2022-03-31,3
忻州市,1409,2022-03-31,2
赤峰市,1504,2022-03-31,1
沈阳市,2101,2022-03-31,7
营口市,2108,2022-03-31,2
长春市,2201,2022-03-31,997
吉林市,2202,2022-03-31,1340
四平市,2203,2022-03-31,6
白城市,2208,2022-03-31,4
哈尔滨市,2301,2022-03-31,5
佳木斯市,2308,2022-03-31,11
牡丹江市,2310,2022-03-31,2
绥化市,2312,2022-03-31,1
黄浦区,310101,2022-03-31,16
徐汇区,310104,2022-03-31,14
长宁区,310105,2022-03-31,8
静安区,310106,2022-03-31,8
普陀区,310107,2022-03-31,6
虹口区,310109,2022-03-31,1
杨浦区,310110,2022-03-31,3
闵行区,310112,2022-03-31,17
宝山区,310113,2022-03-31,1
嘉定区,310114,2022-03-31,9
浦东新区,310115,2022-03-31,252
松江区,310117,2022-03-31,8
青浦区,310118,2022-03-31,5
奉贤区,310120,2022-03-31,7
无锡市,3202,2022-03-31,1
盐城市,3209,2022-03-31,2
镇江市,3211,2022-03-31,1
泰州市,3212,2022-03-31,1
杭州市,3301,2022-03-31,1
宁波市,3302,2022-03-31,3
嘉兴市,3304,2022-03-31,4
湖州市,3305,2022-03-31,1
绍兴市,3306,2022-03-31,1
淮南市,3404,2022-03-31,1
厦门市,3502,2022-03-31,2
泉州市,3505,2022-03-31,8
宁德市,3509,2022-03-31,1
南昌市,3601,2022-03-31,1
济南市,3701,2022-03-31,1
菏泽市,3717,2022-03-31,1
周口市,4116,2022-03-31,15
衡阳市,4304,2022-03-31,1
湘西土家族苗族自治州,4331,2022-03-31,1
广州市,4401,2022-03-31,1
深圳市,4403,2022-03-31,6
珠海市,4404,2022-03-31,1
东莞市,4419,2022-03-31,3
海口市,4601,2022-03-31,2
南岸区,500108,2022-03-31,1
遂宁市,5109,2022-03-31,1
乐山市,5111,2022-03-31,2
曲靖市,5303,2022-03-31,1
普洱市,5308,2022-03-31,1
海南藏族自治州,6325,2022-03-31,2
乌鲁木齐市,6501,2022-03-31,1
河北区,120105,2022-04-01,2
保定市,1306,2022-04-01,1
廊坊市,1310,2022-04-01,1
营口市,2108,2022-04-01,2
长春市,2201,2022-04-01,1078
吉林市,2202,2022-04-01,1363
四平市,2203,2022-04-01,6
白城市,2208,2022-04-01,3
哈尔滨市,2301,2022-04-01,5
大庆市,2306,2022-04-01,2
佳木斯市,2308,2022-04-01,9
无锡市,3202,2022-04-01,1
徐州市,3203,2022-04-01,4
盐城市,3209,2022-04-01,2
镇江市,3211,2022-04-01,2
衢州市,3308,2022-04-01,2
淮南市,3404,2022-04-01,1
阜阳市,3412,2022-04-01,1
泉州市,3505,2022-04-01,4
宁德市,3509,2022-04-01,1
南昌市,3601,2022-04-01,1
济南市,3701,2022-04-01,2
烟台市,3706,2022-04-01,1
济宁市,3708,2022-04-01,1
郑州市,4101,2022-04-01,1
洛阳市,4103,2022-04-01,1
信阳市,4115,2022-04-01,1
衡阳市,4304,2022-04-01,2
娄底市,4313,2022-04-01,1
珠海市,4404,2022-04-01,1
肇庆市,4412,2022-04-01,1
东莞市,4419,2022-04-01,1
中山市,4420,2022-04-01,1
海口市,4601,2022-04-01,1
琼海市,469002,2022-04-01,1
乐山市,5111,2022-04-01,1
贵阳市,5201,2022-04-01,1
海南藏族自治州,6325,2022-04-01,2
河北区,120105,2022-04-02,2
保定市,1306,2022-04-02,2
沈阳市,2101,2022-04-02,3
大连市,2102,2022-04-02,1
长春市,2201,2022-04-02,1544
吉林市,2202,2022-04-02,1730
四平市,2203,2022-04-02,6
白城市,2208,2022-04-02,2
哈尔滨市,2301,2022-04-02,16
佳木斯市,2308,2022-04-02,5
无锡市,3202,2022-04-02,1
徐州市,3203,2022-04-02,9
淮安市,3208,2022-04-02,1
镇江市,3211,2022-04-02,1
杭州市,3301,2022-04-02,3
宁波市,3302,2022-04-02,3
温州市,3303,2022-04-02,1
嘉兴市,3304,2022-04-02,1
湖州市,3305,2022-04-02,2
金华市,3307,2022-04-02,3
台州市,3310,2022-04-02,1
淮南市,3404,2022-04-02,1
厦门市,3502,2022-04-02,3
泉州市,3505,2022-04-02,12
漳州市,3506,2022-04-02,1
南昌市,3601,2022-04-02,2
上饶市,3611,2022-04-02,1
济南市,3701,2022-04-02,2
青岛市,3702,2022-04-02,1
烟台市,3706,2022-04-02,1
威海市,3710,2022-04-02,1
日照市,3711,2022-04-02,2
德州市,3714,2022-04-02,1
菏泽市,3717,2022-04-02,1
商丘市,4114,2022-04-02,1
长沙市,4301,2022-04-02,1
衡阳市,4304,2022-04-02,1
益阳市,4309,2022-04-02,1
海口市,4601,2022-04-02,5
三亚市,4602,2022-04-02,1
琼海市,469002,2022-04-02,1
成都市,5101,2022-04-02,1
乐山市,5111,2022-04-02,1
德宏傣族景颇族自治州,5331,2022-04-02,1
宝鸡市,6103,2022-04-02,2
海东市,6302,2022-04-02,2
海南藏族自治州,6325,2022-04-02,8
南开区,120104,2022-04-03,1
河北区,120105,2022-04-03,1
邯郸市,1304,2022-04-03,1
大同市,1402,2022-04-03,1
沈阳市,2101,2022-04-03,2
长春市,2201,2022-04-03,723
吉林市,2202,2022-04-03,956
四平市,2203,2022-04-03,2
白城市,2208,2022-04-03,1
哈尔滨市,2301,2022-04-03,5
徐州市,3203,2022-04-03,1
苏州市,3205,2022-04-03,1
宿迁市,3213,2022-04-03,3
杭州市,3301,2022-04-03,2
宁波市,3302,2022-04-03,1
嘉兴市,3304,2022-04-03,1
湖州市,3305,2022-04-03,2
绍兴市,3306,2022-04-03,1
金华市,3307,2022-04-03,2
衢州市,3308,2022-04-03,1
丽水市,3311,2022-04-03,1
淮南市,3404,2022-04-03,1
淮北市,3406,2022-04-03,1
厦门市,3502,2022-04-03,1
泉州市,3505,2022-04-03,7
南昌市,3601,2022-04-03,1
吉安市,3608,2022-04-03,1
济南市,3701,2022-04-03,3
青岛市,3702,2022-04-03,1
德州市,3714,2022-04-03,1
菏泽市,3717,2022-04-03,1
衡阳市,4304,2022-04-03,1
广州市,4401,2022-04-03,1
肇庆市,4412,2022-04-03,1
玉林市,4509,2022-04-03,1
三亚市,4602,2022-04-03,2
儋州市,4604,2022-04-03,1
成都市,5101,2022-04-03,3
德阳市,5106,2022-04-03,1
遂宁市,5109,2022-04-03,2
西安市,6101,2022-04-03,1
宝鸡市,6103,2022-04-03,2
海南藏族自治州,6325,2022-04-03,3
乌鲁木齐市,6501,2022-04-03,1
大兴区,110115,2022-04-04,1
河北区,120105,2022-04-04,3
邯郸市,1304,2022-04-04,3
太原市,1401,2022-04-04,5
长春市,2201,2022-04-04,574
吉林市,2202,2022-04-04,837
四平市,2203,2022-04-04,6
白山市,2206,2022-04-04,3
白城市,2208,2022-04-04,10
哈尔滨市,2301,2022-04-04,12
大庆市,2306,2022-04-04,2
佳木斯市,2308,2022-04-04,1
黄浦区,310101,2022-04-04,16
徐汇区,310104,2022-04-04,34
长宁区,310105,2022-04-04,15
静安区,310106,2022-04-04,28
普陀区,310107,2022-04-04,21
虹口区,310109,2022-04-04,11
杨浦区,310110,2022-04-04,29
闵行区,310112,2022-04-04,65
宝山区,310113,2022-04-04,31
嘉定区,310114,2022-04-04,14
浦东新区,310115,2022-04-04,141
金山区,310116,2022-04-04,3
松江区,310117,2022-04-04,8
青浦区,310118,2022-04-04,3
奉贤区,310120,2022-04-04,5
崇明区,310151,2022-04-04,1
南京市,3201,2022-04-04,1
徐州市,3203,2022-04-04,1
盐城市,3209,2022-04-04,7
镇江市,3211,2022-04-04,1
宿迁市,3213,2022-04-04,1
杭州市,3301,2022-04-04,2
宁波市,3302,2022-04-04,4
温州市,3303,2022-04-04,1
嘉兴市,3304,2022-04-04,1
湖州市,3305,2022-04-04,1
淮南市,3404,2022-04-04,1
阜阳市,3412,2022-04-04,3
厦门市,3502,2022-04-04,3
泉州市,3505,2022-04-04,15
南昌市,3601,2022-04-04,2
抚州市,3610,2022-04-04,1
上饶市,3611,2022-04-04,1
济南市,3701,2022-04-04,2
青岛市,3702,2022-04-04,5
烟台市,3706,2022-04-04,1
郑州市,4101,2022-04-04,1
安阳市,4105,2022-04-04,1
娄底市,4313,2022-04-04,1
广州市,4401,2022-04-04,4
珠海市,4404,2022-04-04,1
海口市,4601,2022-04-04,2
三亚市,4602,2022-04-04,2
琼海市,469002,2022-04-04,2
成都市,5101,2022-04-04,9
乐山市,5111,2022-04-04,1
黔西南布依族苗族自治州,5223,2022-04-04,2
西安市,6101,2022-04-04,1
西宁市,6301,2022-04-04,7
海东市,6302,2022-04-04,2
海南藏族自治州,6325,2022-04-04,6
朝阳区,110105,2022-04-05,6
丰台区,110106,2022-04-05,1
顺义区,110113,2022-04-05,1
河北区,120105,2022-04-05,6
邯郸市,1304,2022-04-05,6
太原市,1401,2022-04-05,1
晋中市,1407,2022-04-05,1
运城市,1408,2022-04-05,1
临汾市,1410,2022-04-05,1
朝阳市,2113,2022-04-05,6
长春市,2201,2022-04-05,604
吉林市,2202,2022-04-05,792
四平市,2203,2022-04-05,1
白山市,2206,2022-04-05,2
白城市,2208,2022-04-05,10
哈尔滨市,2301,2022-04-05,13
牡丹江市,2310,2022-04-05,4
盐城市,3209,2022-04-05,1
镇江市,3211,2022-04-05,1
宁波市,3302,2022-04-05,1
湖州市,3305,2022-04-05,1
六安市,3415,2022-04-05,1
泉州市,3505,2022-04-05,2
南昌市,3601,2022-04-05,2
济南市,3701,2022-04-05,11
青岛市,3702,2022-04-05,3
广州市,4401,2022-04-05,2
茂名市,4409,2022-04-05,1
百色市,4510,2022-04-05,2
儋州市,4604,2022-04-05,1
成都市,5101,2022-04-05,10
乐山市,5111,2022-04-05,2
西宁市,6301,2022-04-05,2
海南藏族自治州,6325,2022-04-05,1
朝阳区,110105,2022-04-06,3
顺义区,110113,2022-04-06,3
河北区,120105,2022-04-06,6
西青区,120111,2022-04-06,2
邯郸市,1304,2022-04-06,5
太原市,1401,2022-04-06,9
运城市,1408,2022-04-06,1
鞍山市,2103,2022-04-06,7
朝阳市,2113,2022-04-06,3
长春市,2201,2022-04-06,817
吉林市,2202,2022-04-06,974
四平市,2203,2022-04-06,6
白山市,2206,2022-04-06,4
白城市,2208,2022-04-06,11
哈尔滨市,2301,2022-04-06,2
大庆市,2306,2022-04-06,2
牡丹江市,2310,2022-04-06,4
黄浦区,310101,2022-04-06,16
徐汇区,310104,2022-04-06,23
长宁区,310105,2022-04-06,6
静安区,310106,2022-04-06,12
普陀区,310107,2022-04-06,7
虹口区,310109,2022-04-06,8
杨浦区,310110,2022-04-06,11
闵行区,310112,2022-04-06,23
宝山区,310113,2022-04-06,7
嘉定区,310114,2022-04-06,11
浦东新区,310115,2022-04-06,162
金山区,310116,2022-04-06,1
松江区,310117,2022-04-06,14
青浦区,310118,2022-04-06,6
奉贤区,310120,2022-04-06,2
崇明区,310151,2022-04-06,2
徐州市,3203,2022-04-06,1
镇江市,3211,2022-04-06,4
宁波市,3302,2022-04-06,6
温州市,3303,2022-04-06,1
嘉兴市,3304,2022-04-06,19
绍兴市,3306,2022-04-06,3
马鞍山市,3405,2022-04-06,7
厦门市,3502,2022-04-06,1
泉州市,3505,2022-04-06,9
宁德市,3509,2022-04-06,1
南昌市,3601,2022-04-06,2
济南市,3701,2022-04-06,4
娄底市,4313,2022-04-06,1
广州市,4401,2022-04-06,2
湛江市,4408,2022-04-06,1
茂名市,4409,2022-04-06,3
肇庆市,4412,2022-04-06,1
海口市,4601,2022-04-06,1
三亚市,4602,2022-04-06,9
成都市,5101,2022-04-06,10
德宏傣族景颇族自治州,5331,2022-04-06,1
西安市,6101,2022-04-06,1
海南藏族自治州,6325,2022-04-06,10
朝阳区,110105,2022-04-07,6
海淀区,110108,2022-04-07,1
顺义区,110113,2022-04-07,2
河北区,120105,2022-04-07,3
邯郸市,1304,2022-04-07,3
太原市,1401,2022-04-07,6
运城市,1408,2022-04-07,1
通辽市,1505,2022-04-07,1
兴安盟,1522,2022-04-07,1
沈阳市,2101,2022-04-07,1
朝阳市,2113,2022-04-07,6
长春市,2201,2022-04-07,766
吉林市,2202,2022-04-07,893
四平市,2203,2022-04-07,2
白山市,2206,2022-04-07,2
白城市,2208,2022-04-07,11
哈尔滨市,2301,2022-04-07,5
牡丹江市,2310,2022-04-07,3
黑河市,2311,2022-04-07,1
黄浦区,310101,2022-04-07,9
徐汇区,310104,2022-04-07,19
长宁区,310105,2022-04-07,31
静安区,310106,2022-04-07,27
普陀区,310107,2022-04-07,28
虹口区,310109,2022-04-07,1
杨浦区,310110,2022-04-07,12
闵行区,310112,2022-04-07,21
宝山区,310113,2022-04-07,9
嘉定区,310114,2022-04-07,6
浦东新区,310115,2022-04-07,150
金山区,310116,2022-04-07,3
松江区,310117,2022-04-07,2
青浦区,310118,2022-04-07,4
徐州市,3203,2022-04-07,4
苏州市,3205,2022-04-07,1
镇江市,3211,2022-04-07,1
宁波市,3302,2022-04-07,2
温州市,3303,2022-04-07,1
嘉兴市,3304,2022-04-07,13
绍兴市,3306,2022-04-07,1
阜阳市,3412,2022-04-07,1
厦门市,3502,2022-04-07,1
泉州市,3505,2022-04-07,17
宁德市,3509,2022-04-07,1
南昌市,3601,2022-04-07,2
济南市,3701,2022-04-07,1
青岛市,3702,2022-04-07,1
济宁市,3708,2022-04-07,1
威海市,3710,2022-04-07,2
周口市,4116,2022-04-07,1
邵阳市,4305,2022-04-07,1
三亚市,4602,2022-04-07,4
成都市,5101,2022-04-07,7
遂宁市,5109,2022-04-07,1
乐山市,5111,2022-04-07,2
黔西南布依族苗族自治州,5223,2022-04-07,1
海南藏族自治州,6325,2022-04-07,4
朝阳区,110105,2022-04-08,5
海淀区,110108,2022-04-08,1
顺义区,110113,2022-04-08,3
河北区,120105,2022-04-08,1
邯郸市,1304,2022-04-08,1
太原市,1401,2022-04-08,4
运城市,1408,2022-04-08,1
通辽市,1505,2022-04-08,1
兴安盟,1522,2022-04-08,1
沈阳市,2101,2022-04-08,1
朝阳市,2113,2022-04-08,5
长春市,2201,2022-04-08,474
吉林市,2202,2022-04-08,617
四平市,2203,2022-04-08,1
白山市,2206,2022-04-08,2
白城市,2208,2022-04-08,4
哈尔滨市,2301,2022-04-08,1
黄浦区,310101,2022-04-08,14
徐汇区,310104,2022-04-08,40
长宁区,310105,2022-04-08,29
静安区,310106,2022-04-08,23
普陀区,310107,2022-04-08,11
虹口区,310109,2022-04-08,26
杨浦区,310110,2022-04-08,29
闵行区,310112,2022-04-08,96
宝山区,310113,2022-04-08,10
嘉定区,310114,2022-04-08,23
浦东新区,310115,2022-04-08,306
金山区,310116,2022-04-08,72
松江区,310117,2022-04-08,107
青浦区,310118,2022-04-08,4
奉贤区,310120,2022-04-08,32
崇明区,310151,2022-04-08,2
南京市,3201,2022-04-08,3
徐州市,3203,2022-04-08,6
苏州市,3205,2022-04-08,1
盐城市,3209,2022-04-08,1
镇江市,3211,2022-04-08,2
宁波市,3302,2022-04-08,5
嘉兴市,3304,2022-04-08,4
厦门市,3502,2022-04-08,1
泉州市,3505,2022-04-08,19
南昌市,3601,2022-04-08,4
济南市,3701,2022-04-08,1
青岛市,3702,2022-04-08,1
济宁市,3708,2022-04-08,1
威海市,3710,2022-04-08,2
邵阳市,4305,2022-04-08,1
广州市,4401,2022-04-08,3
佛山市,4406,2022-04-08,3
湛江市,4408,2022-04-08,1
百色市,4510,2022-04-08,2
三亚市,4602,2022-04-08,3
成都市,5101,2022-04-08,4
遂宁市,5109,2022-04-08,1
红河哈尼族彝族自治州,5325,2022-04-08,1
西安市,6101,2022-04-08,11
商洛市,6110,2022-04-08,1
海南藏族自治州,6325,2022-04-08,3
朝阳区,110105,2022-04-09,2
丰台区,110106,2022-04-09,3
顺义区,110113,2022-04-09,1
河北区,120105,2022-04-09,2
邯郸市,1304,2022-04-09,2
太原市,1401,2022-04-09,4
运城市,1408,2022-04-09,2
朝阳市,2113,2022-04-09,2
长春市,2201,2022-04-09,150
吉林市,2202,2022-04-09,248
四平市,2203,2022-04-09,1
白城市,2208,2022-04-09,10
哈尔滨市,2301,2022-04-09,1
牡丹江市,2310,2022-04-09,4
南京市,3201,2022-04-09,1
无锡市,3202,2022-04-09,2
徐州市,3203,2022-04-09,2
宁波市,3302,2022-04-09,2
嘉兴市,3304,2022-04-09,9
绍兴市,3306,2022-04-09,1
丽水市,3311,2022-04-09,2
阜阳市,3412,2022-04-09,1
六安市,3415,2022-04-09,5
泉州市,3505,2022-04-09,3
南昌市,3601,2022-04-09,2
济南市,3701,2022-04-09,3
威海市,3710,2022-04-09,1
郑州市,4101,2022-04-09,1
广州市,4401,2022-04-09,2
深圳市,4403,2022-04-09,2
佛山市,4406,2022-04-09,1
湛江市,4408,2022-04-09,1
三亚市,4602,2022-04-09,3
江北区,500105,2022-04-09,1
西安市,6101,2022-04-09,7
商洛市,6110,2022-04-09,1
海南藏族自治州,6325,2022-04-09,4
太原市,1401,2022-04-11,1
赤峰市,1504,2022-04-11,1
沈阳市,2101,2022-04-11,1
长春市,2201,2022-04-11,102
吉林市,2202,2022-04-11,187
四平市,2203,2022-04-11,2
辽源市,2204,2022-04-11,1
白城市,2208,2022-04-11,16
黄浦区,310101,2022-04-11,37
徐汇区,310104,2022-04-11,44
长宁区,310105,2022-04-11,5
静安区,310106,2022-04-11,28
普陀区,310107,2022-04-11,8
虹口区,310109,2022-04-11,6
杨浦区,310110,2022-04-11,61
闵行区,310112,2022-04-11,101
宝山区,310113,2022-04-11,21
嘉定区,310114,2022-04-11,71
浦东新区,310115,2022-04-11,209
金山区,310116,2022-04-11,15
松江区,310117,2022-04-11,291
青浦区,310118,2022-04-11,1
奉贤区,310120,2022-04-11,16
南京市,3201,2022-04-11,3
徐州市,3203,2022-04-11,1
苏州市,3205,2022-04-11,2
连云港市,3207,2022-04-11,1
盐城市,3209,2022-04-11,2
宁波市,3302,2022-04-11,4
嘉兴市,3304,2022-04-11,3
湖州市,3305,2022-04-11,1
绍兴市,3306,2022-04-11,1
阜阳市,3412,2022-04-11,1
泉州市,3505,2022-04-11,3
宁德市,3509,2022-04-11,6
南昌市,3601,2022-04-11,1
济南市,3701,2022-04-11,1
青岛市,3702,2022-04-11,1
郑州市,4101,2022-04-11,1
广州市,4401,2022-04-11,18
中山市,4420,2022-04-11,1
三亚市,4602,2022-04-11,2
成都市,5101,2022-04-11,2
曲靖市,5303,2022-04-11,1
普洱市,5308,2022-04-11,1
西安市,6101,2022-04-11,6
渭南市,6105,2022-04-11,1
海南藏族自治州,6325,2022-04-11,2
丰台区,110106,2022-04-12,3
运城市,1408,2022-04-12,1
赤峰市,1504,2022-04-12,1
阜新市,2109,2022-04-12,1
长春市,2201,2022-04-12,81
吉林市,2202,2022-04-12,171
白城市,2208,2022-04-12,8
牡丹江市,2310,2022-04-12,1
黄浦区,310101,2022-04-12,117
徐汇区,310104,2022-04-12,48
长宁区,310105,2022-04-12,25
静安区,310106,2022-04-12,20
普陀区,310107,2022-04-12,37
虹口区,310109,2022-04-12,25
杨浦区,310110,2022-04-12,30
闵行区,310112,2022-04-12,68
宝山区,310113,2022-04-12,47
嘉定区,310114,2022-04-12,43
浦东新区,310115,2022-04-12,493
金山区,310116,2022-04-12,3
松江区,310117,2022-04-12,21
青浦区,310118,2022-04-12,7
奉贤区,310120,2022-04-12,4
崇明区,310151,2022-04-12,6
南京市,3201,2022-04-12,7
徐州市,3203,2022-04-12,1
苏州市,3205,2022-04-12,1
连云港市,3207,2022-04-12,1
盐城市,3209,2022-04-12,2
宿迁市,3213,2022-04-12,2
杭州市,3301,2022-04-12,2
宁波市,3302,2022-04-12,5
嘉兴市,3304,2022-04-12,3
湖州市,3305,2022-04-12,1
泉州市,3505,2022-04-12,3
宁德市,3509,2022-04-12,1
南昌市,3601,2022-04-12,2
青岛市,3702,2022-04-12,3
郑州市,4101,2022-04-12,2
信阳市,4115,2022-04-12,1
黄冈市,4211,2022-04-12,1
广州市,4401,2022-04-12,16
三亚市,4602,2022-04-12,20
成都市,5101,2022-04-12,2
文山壮族苗族自治州,5326,2022-04-12,1
海南藏族自治州,6325,2022-04-12,21
河北区,120105,2022-04-13,1
西青区,120111,2022-04-13,1
保定市,1306,2022-04-13,1
沈阳市,2101,2022-04-13,1
长春市,2201,2022-04-13,173
吉林市,2202,2022-04-13,233
白城市,2208,2022-04-13,5
牡丹江市,2310,2022-04-13,2
南京市,3201,2022-04-13,2
无锡市,3202,2022-04-13,1
扬州市,3210,2022-04-13,1
杭州市,3301,2022-04-13,3
宁波市,3302,2022-04-13,2
嘉兴市,3304,2022-04-13,5
湖州市,3305,2022-04-13,1
金华市,3307,2022-04-13,1
滁州市,3411,2022-04-13,2
宣城市,3418,2022-04-13,1
宁德市,3509,2022-04-13,7
南昌市,3601,2022-04-13,1
济南市,3701,2022-04-13,3
郑州市,4101,2022-04-13,1
信阳市,4115,2022-04-13,2
宜昌市,4205,2022-04-13,1
邵阳市,4305,2022-04-13,1
娄底市,4313,2022-04-13,1
广州市,4401,2022-04-13,20
深圳市,4403,2022-04-13,2
三亚市,4602,2022-04-13,14
普洱市,5308,2022-04-13,1
西安市,6101,2022-04-13,2
西宁市,6301,2022-04-13,1
海南藏族自治州,6325,2022-04-13,14
丰台区,110106,2022-04-14,1
河北区,120105,2022-04-14,2
邯郸市,1304,2022-04-14,1
太原市,1401,2022-04-14,3
朔州市,1406,2022-04-14,1
沈阳市,2101,2022-04-14,1
长春市,2201,2022-04-14,285
吉林市,2202,2022-04-14,325
白城市,2208,2022-04-14,4
哈尔滨市,2301,2022-04-14,7
黄浦区,310101,2022-04-14,227
徐汇区,310104,2022-04-14,143
长宁区,310105,2022-04-14,105
静安区,310106,2022-04-14,49
普陀区,310107,2022-04-14,45
虹口区,310109,2022-04-14,121
杨浦区,310110,2022-04-14,54
闵行区,310112,2022-04-14,372
宝山区,310113,2022-04-14,13
嘉定区,310114,2022-04-14,54
浦东新区,310115,2022-04-14,1139
金山区,310116,2022-04-14,12
松江区,310117,2022-04-14,131
青浦区,310118,2022-04-14,99
奉贤区,310120,2022-04-14,2
崇明区,310151,2022-04-14,7
南京市,3201,2022-04-14,2
苏州市,3205,2022-04-14,1
杭州市,3301,2022-04-14,4
宁波市,3302,2022-04-14,4
绍兴市,3306,2022-04-14,1
滁州市,3411,2022-04-14,2
宁德市,3509,2022-04-14,9
南昌市,3601,2022-04-14,1
济南市,3701,2022-04-14,1
广州市,4401,2022-04-14,39
深圳市,4403,2022-04-14,8
三亚市,4602,2022-04-14,3
普洱市,5308,2022-04-14,1
文山壮族苗族自治州,5326,2022-04-14,2
西安市,6101,2022-04-14,1
渭南市,6105,2022-04-14,1
海南藏族自治州,6325,2022-04-14,3
太原市,1401,2022-04-16,1
朔州市,1406,2022-04-16,3
忻州市,1409,2022-04-16,1
沈阳市,2101,2022-04-16,1
吉林市,2202,2022-04-16,3
四平市,2203,2022-04-16,3
哈尔滨市,2301,2022-04-16,25
盐城市,3209,2022-04-16,5
嘉兴市,3304,2022-04-16,1
金华市,3307,2022-04-16,1
衢州市,3308,2022-04-16,2
青岛市,3702,2022-04-16,1
广州市,4401,2022-04-16,22
深圳市,4403,2022-04-16,2
三亚市,4602,2022-04-16,2
西安市,6101,2022-04-16,1
海南藏族自治州,6325,2022-04-16,2
